# from Ensembl Biomart
Associated_Gene_Name	Gene_Start	Gene_End
ZNF669	247099962	247104372
SLC9B2	103019868	103085829
LDHAL6A	18455824	18479600
F9	139530758	139563458
TMEM41B	9280654	9314780
ARRB2	4710489	4721499
JOSD1	38685543	38701556
TRPV4	109783085	109833401
VPS72	151169987	151195321
FAN1	30903852	30943108
NLRP1	5499427	5619424
BSN	49554489	49671545
FCRL3	157674321	157700857
BTN3A3	26440472	26453415
ASAH2	50182778	50248610
ADAM8	133262403	133276868
POLR1A	86020216	86106155
MLLT4	167826922	167972023
STK36	218672026	218702716
GTF2IRD2B	75092573	75149817
VPS18	40894430	40903975
RAB40B	82654973	82698728
FMNL2	152335237	152649834
KEL	142941114	142962681
IDS	149476990	149521096
METAP1	98995620	99062813
ELP6	47495640	47513761
STK32A	147234963	147387852
PCDHB5	141135218	141138625
ZNF862	149838367	149867479
RTN3	63681446	63759891
KIAA1024L	129748079	129766732
KCNH1	210678315	211134115
RPS4Y2	20756164	20781032
PKNOX2	125164687	125433389
CHSY3	129904472	130186634
PSORS1C1	31108521	31133775
TSG101	18468336	18527232
DCLRE1C	14897359	14954432
PLCD3	45108967	45133354
USP17L24	9325165	9327116
DDX21	68956128	68985073
USB1	57999546	58021618
PM20D1	205828022	205850132
USP17L29	9353638	9355230
TMEM50A	25337917	25362361
USP17L17	9243879	9245830
LILRA6	54216868	54242800
CNKSR3	154159828	154510659
GPLD1	24424565	24495205
USP17L19	9253378	9255329
PSORS1C2	31131271	31133087
CDSN	31108861	31114200
CEBPA	33299934	33302564
POLE4	74958492	74970128
USP17L5	9339403	9340995
USP17L20	9258124	9260075
PLOD3	101205977	101218420
AMIGO3	49716834	49719695
GJE1	142133090	142135151
DPF1	38211006	38229714
ZNF529	36534774	36605276
SIRPG	1629152	1657779
PSEN2	226870184	226896105
USP17L28	9348893	9350485
USP17L26	9334658	9336609
NAALAD2	90131515	90192894
KIAA0355	34261710	34308123
POU6F2	38977998	39493095
C15orf59	73735431	73752747
TMPRSS5	113687550	113706373
CHM	85861180	86047562
USP17L18	9248630	9250581
FOXO4	71096197	71103535
SEP15	86862445	86914424
NR4A1	52022832	52059507
MTMR10	30938941	30991607
TMPRSS15	18269116	18485879
ZBED6	203796309	203800558
USP17L15	9234385	9365080
ZNF260	36510695	36528660
PPP1R10	30589896	30608107
USP17L23	9272364	9272914
LSM8	118184032	118192824
DNA2	68414064	68472121
STX11	144150526	144188370
PCDHB7	141172619	141176383
USP17L25	9329911	9331862
PCDHB12	141208697	141212571
CRTAM	122838500	122872639
BTG4	111467526	111512354
KRTAP5-10	71527263	71568934
IER3	30743199	30744554
DNAJC17	40765155	40807478
CAMSAP1	135808487	135907228
WEE1	9573681	9593457
LAMA5	62307955	62367312
CDC37	10391134	10420121
LILRB5	54249431	54257301
ABCB8	151028422	151047782
EMP3	48321509	48330553
MS4A4A	60280541	60308972
PCDHB4	141121799	141125623
PCDHB11	141199582	141203779
CABP7	29720084	29731839
LILRB3	54216278	54223506
TMPRSS6	37065436	37109563
USP17L22	9267619	9269570
KRTAP5-9	71548418	71549553
KRTAP5-7	71527267	71528674
ZMAT5	29730956	29767011
KRTAP5-8	71527301	71549167
PLS3	115561174	115650861
PCDHB8	141177790	141180529
AREG	74445134	74455009
SNCB	176620084	176630556
PCDHB9	141187127	141191541
FSTL3	676365	683399
RECQL5	75626845	75667189
VPS4A	69311356	69326939
TMOD2	51751561	51816368
GNAS	58839718	58911192
PCDHB10	141187319	141195642
PCDHB3	141100473	141152636
OLFML2A	124777158	124814885
NR5A1	124481236	124507430
DGKD	233354507	233472104
ZFPM1	88453317	88537016
MMACHC	45500053	45513382
ANP32E	150218417	150236156
MUC4	195746765	195812277
ADGRE1	6887566	6940459
FAM204A	118297930	118342328
ZNF724P	23221599	23250390
APOOL	85003826	85093316
CFAP70	73253759	73358859
DPH5	100989623	101026088
ZNF559-ZNF177	9324174	9382617
CNGA1	47935977	48016672
FAM43B	20552439	20555010
BMPR1A	86756650	86932838
CDC25C	138285265	138338355
SPAG16	213284379	214410501
SAMD13	84298366	84389957
PPP1R9A	94907202	95296415
MSI2	57255851	57684685
ALKBH8	107502726	107565746
TRIM64	89968502	89975228
RGS2	192809039	192812283
TTC8	88824153	88881078
FBXO22	75903859	75942510
MOGAT3	101195007	101201021
KCNK6	38319844	38332076
TMSB15A	102513676	102516784
TGFB1I1	31471585	31477960
CDC42EP4	73283624	73312175
MAP3K14	45263121	45317040
MPST	37019635	37029822
APBB1IP	26438203	26567803
DCAKD	45023340	45061109
SGPL1	70815961	70881173
CCNG2	77157151	77433388
RBAK-RBAKDN	4983718	5073221
LYPD6	149329985	149474148
BCAM	44809059	44821420
NWD2	37244220	37449465
PPP1R16A	144477969	144502121
SATL1	85092287	85109048
ADGRL3	61201258	62078335
CCDC114	48296457	48321894
TOMM20	235109336	235128936
ZFAND1	81701334	81732903
SULT1C4	108377911	108388057
AC005943.2	1578339	1605445
GNE	36214441	36277056
OIT3	72893581	72933033
PDE3B	14643723	14872044
TRAPPC2L	88856220	88862686
ARNT2	80404350	80597937
ATP5B	56638175	56646068
BRS3	136487887	136493780
GGA3	75236599	75262363
C11orf88	111514785	111537031
C4BPA	207104262	207144972
RP11-864I4.1	62559603	62591531
PLRG1	154535006	154550435
TNFAIP8L3	51056598	51105276
PCDHB16	141181399	141186399
ANKRD2	97572499	97583884
PLCH1	155375580	155745067
RP11-343C2.9	69335091	69356306
VEZT	95217746	95302790
PDF	69328621	69330595
CCSER1	90127535	91601913
PCDHB14	141222932	141227759
TMTC3	88142296	88199887
ADK	74151185	74709303
SBK3	55540656	55545543
SLC39A8	102251041	102431258
LYSMD2	51723011	51751585
TRIM45	117111060	117122587
ACTG1	81509971	81523847
PDE4A	10416773	10469631
ZNF579	55576770	55580845
PLEKHM1	45435900	45490749
CTGF	131948176	131951373
FRMPD2	48156558	48274870
GABRE	151953124	151974680
LIN54	82909973	83012926
C20orf195	63547891	63556708
GAD1	170813213	170861151
FREM3	143577302	143700675
ZNF836	52153864	52171643
GTF3A	27424544	27435823
BBS7	121824440	121870497
FKBP6	73328164	73358637
FBXO9	53051991	53100873
INHBC	57434760	57450828
THOC2	123600561	123733056
USP36	78787381	78841441
ZNF524	55600022	55603138
SUPT3H	44809317	45377953
ZNF616	52113091	52139922
MEI1	41699499	41799456
PIP5K1A	151197949	151249536
RHCE	25362249	25430192
AP1AR	112231737	112270047
COBL	51016212	51316818
KIF5C	148875250	149026759
FIZ1	55591371	55601970
TSPAN8	71125085	71441898
NIPAL1	47914142	48040173
TERF2	69355561	69408571
DYSF	71453722	71686768
ZNF124	247121975	247172016
KSR2	117453012	117968983
SH3GL3	83447228	83618743
CAMK2D	113451032	113761927
NEK2	211658657	211675630
KIR3DX1	54532692	54545771
ZSWIM4	13795460	13832230
ZNF865	55605405	55617269
PPIAL4D	145241630	145242124
CCDC117	28772674	28789301
RNF152	61808063	61894247
ZNF784	55620742	55624601
CNOT1	58519951	58629886
DNAJC9	73183362	73248862
PRLHR	118589989	118595699
TMEM9	201134772	201171574
NUAK1	106063340	106140033
HIST3H2A	228456979	228457873
CBX2	79778132	79787983
CRELD1	9933822	9945413
TST	37010859	37020183
CAPN12	38730187	38769904
MRPS16	73248843	73252693
MAGIX	49162564	49168483
IDS	149482543	149533935
ATP6V0E2	149872968	149880698
TBC1D25	48539457	48562609
KIR3DL2	54850443	54867207
ZFYVE19	40807086	40815084
ARIH1	72474326	72602985
CXorf49B	71763424	71767204
COLQ	15450133	15521751
STK40	36339624	36385896
RASGRF1	78959947	79090773
MYO3A	25934267	26212527
GDPD4	77216558	77301687
CYP19A1	51208057	51338610
ZFPL1	65084223	65088400
PSG8	42752686	42855691
C6orf120	169702190	169704856
IQCG	197889075	197960142
DLX4	49968970	49974959
TNFAIP3	137867188	137883312
HIST3H2BB	228458107	228460470
MORN4	97614553	97633500
ECD	73130155	73169055
EIF1	41688885	41692668
TIMM10	57528463	57530803
TMEM14E	152340527	152340904
HTATSF1	136497079	136512346
C1QA	22636506	22639608
MYO1C	1464098	1492812
SCD	100347124	100364834
VPS39	42158701	42208316
CDC42EP5	54395351	54403578
IPCEF1	154154496	154356792
IL6R	154405193	154469450
FAM186A	50326230	50396622
NMU	55595229	55636698
P2RX4	121209857	121234106
POLR3A	77969251	78029545
MYBPC1	101568353	101686018
HES6	238238267	238240662
GPHB5	63312835	63318879
ACOT9	23702253	23766475
C10orf62	97589727	97590934
HOGA1	97584323	97612802
MID1IP1	38801432	38806537
RNF187	228487061	228495766
RP11-178C3.1	59940908	59973101
ZNF581	55635459	55645622
FBXL15	102419189	102423136
FAM20C	192969	260745
RPL38	74203582	74210655
GRAMD3	126360132	126496494
BLACE	155356985	155367934
PI4K2A	97640686	97676434
SNRPD2	45687454	45692569
SELM	31104772	31120069
COL6A1	45981737	46005050
CUL2	35008551	35090642
DEDD2	42198598	42220140
ACTN4	38647649	38731583
NRG4	75935969	76059795
KIRREL	157993273	158100262
AKAP10	19904302	19978343
PHF10	169703905	169725566
PCDHB13	141213919	141218979
ARHGAP19-SLIT1	97153045	97292637
HLA-DQB1	32587742	32595353
COX11	54951902	54968785
UBE2D1	58334975	58370753
DFFB	3857267	3885429
PEPD	33386950	33521794
CH17-140K24.5	141182409	141188582
MAPK1	21754500	21867680
JADE1	128809623	128875224
TK1	78174075	78187233
AIF1	31605935	31607772
MLLT1	6210379	6279948
EXOC6B	72175984	72826041
TMEM176B	150791285	150801360
CCDC106	55641062	55653161
TMEM239	2814968	2818066
GID8	62938119	62948475
C20orf141	2814987	2815833
FOXE1	97853254	97856715
KIR2DL2	54724466	54769266
ULBP1	149964007	149973710
PPP1R18	30665910	30677416
ST8SIA1	22063773	22437041
ULBP2	149942000	149949235
FBXW10	18744024	18779349
CCHCR1	31136168	31151940
RPS6KL1	74903954	74923396
ARHGAP19	97222173	97292673
HLA-DQA1	32570792	32675717
FMNL1	45221444	45247320
TLR5	223109406	223143282
CYSTM1	140174642	140282052
NFXL1	47847233	47914667
RP11-343C2.11	69299682	69322700
PDE12	57556276	57566844
PSD	102402617	102421539
HLA-F	29720222	29735978
TMED6	69343248	69351809
TMEM262	65084979	65089375
RNFT1	59952240	59964761
TMEM202	72398273	72408029
QPCTL	45692483	45703989
RP11-548K23.11	97584374	97673910
BUB1B	40161023	40221136
ANKRD30BL	132147591	132257969
CPNE2	57092537	57148367
CD1A	158254137	158258269
KCTD3	215567392	215621807
CYTH4	37282027	37315345
SLC10A6	86823468	86849263
COX7B	77899438	77907373
CTC-479C5.12	67929614	67936017
CCR9	45886504	45903177
CCDC177	69569816	69574837
EID3	104303739	104305202
SCARB1	124776856	124882668
KRT74	52565782	52573825
GEMIN8	14008279	14029893
ZNF85	20929638	20957113
NAIP	69602550	69659159
EZH2	148807383	148884321
GPT	144502973	144507174
GSTT2B	23957414	23961186
PASK	241106099	241150264
CDA	20588948	20618908
MMD2	4905989	4959213
TSEN54	75516060	75524739
NIP7	69339430	69343111
DPYSL3	147390811	147510056
MEOX2	15611212	15686812
NEU1	31839844	31845091
ZNF428	43607219	43619874
DDX6	118747766	118791149
YY1	100238298	100282792
BTD	15601341	15645822
TMEM215	32783499	32787399
PDIA4	149003062	149028641
PFDN1	140245039	140303121
LRP5L	25351418	25405377
SERPINE1	101127089	101139266
KIFC2	144466043	144474202
HLA-DQA2	32670013	32675872
PLAC1	134565838	134764322
PRSS35	83512538	83525704
RNF25	218663864	218672411
RBAK	5045821	5069488
MAP3K11	65597755	65615382
TBC1D12	94402504	94535930
USP53	119212587	119295517
GPR6	109978256	109980718
ICK	53001279	53061802
GALNS	88813734	88856970
ZFP36	39406813	39409412
WHAMM	82809628	82836108
OR2J3	29111956	29182651
OR2J2	29173447	29174718
EPHA7	93240020	93419547
TMBIM6	49707725	49764934
DLX3	49990005	49995224
STAP1	67558728	67607337
LRRC32	76657524	76670747
ZNF284	44072144	44089613
EN2	155458129	155464831
ZNF66	20776304	20807420
CACNA1F	49205063	49233371
LYZ	69348341	69354234
SLC25A29	100291111	100306547
HABP2	113550837	113589602
FAM169B	98437162	98514382
ANO5	22193176	22283357
PITX2	110617423	110642123
GRIA3	123184153	123490915
SUSD6	69611596	69715142
DRD3	114128652	114199407
KANK2	11164267	11197791
HNRNPA0	137745651	137754376
CACHD1	64470792	64693058
KIR3DL1	54724497	54867215
HFM1	91260766	91404869
AC084219.2	44025354	44087318
C19orf52	10928733	10933535
ZNF223	44051367	44067991
TMEM39A	119429500	119468830
TM7SF2	65111845	65116384
ENPP4	46129993	46146699
C11orf63	122882528	122959798
FOXH1	144473412	144476335
PRRT3	9945542	9952394
PLA2G12B	72935170	72954778
CNPY1	155474206	155533862
RP9	33094797	33109401
DBH	133636360	133659344
CRABP1	78340324	78348230
HRC	49151198	49155424
CEBPG	33373330	33382686
ZNF177	9363020	9382617
DDTL	23966901	23972532
PDE6G	81650459	81663112
DDT	23971365	23980469
ZNF222	44025342	44033112
NUDT8	67627938	67629930
PER2	238244038	238290102
VAMP5	85584408	85593412
BRSK1	55282072	55312533
ACADVL	7217125	7225273
MEX3B	82041778	82046141
RPL35A	197949987	197956610
VGLL4	11556070	11771350
ZNF576	43596392	43601157
BSX	122977570	122981720
IL1R2	101991844	102028544
TBX10	67631303	67639560
ZNF559	9323772	9351162
CXorf65	71103889	71106788
SLIT1	96998038	97185920
SRRM5	43596617	43614497
TMUB1	151081080	151083546
CCDC137	81666364	81673904
ALG13	111665811	111760649
UCHL1	41256413	41268455
FAM24A	122910701	122913111
RGAG4	72127110	72131901
WDR41	77425970	77620611
IL15	141636599	141733987
C9orf91	114611206	114646422
HACL1	15560704	15601852
THAP9	82900684	82919969
NR3C1	143277931	143435512
WNT8B	100463041	100483744
ZNF710	90001392	90082206
NHSL2	71910818	72161750
CYP26C1	93060808	93069536
MYOZ1	73631654	73641757
ADD1	2843857	2930076
C4orf33	129093317	129116640
OCM2	97984684	97991169
SPATA8	96783389	96785615
CARS	3000922	3057613
SPIN1	88388419	88478694
SCLT1	128864921	129093607
TMEM44	194587673	194633689
KCNK7	65592855	65595996
RHOT1	32142454	32253374
CHRFAM7A	30357766	30393849
LMTK2	98106885	98209633
HID1	74950743	74973166
AMTN	70518540	70532742
NR3C2	148078762	148444698
C16orf74	85690084	85751129
VTA1	142147162	142224689
NEK1	169393275	169612629
NOTCH3	15159038	15200981
DEPTOR	119873717	120050913
TMEM176A	150800403	150805120
DYNC1I1	95772506	96110322
GPRASP1	102651366	102659083
WDR46	33207935	33218358
RPL13	89560657	89566828
OR52M1	4545191	4546144
USP35	78188812	78214711
NUDT17	145845629	145848953
TBC1D16	79932343	80035848
RPF1	84479259	84497790
PITPNC1	67377281	67697261
RHOC	112701106	112707434
PRR12	49591643	49626439
RP11-343C2.7	69335276	69351730
SERPINB8	63969925	64005667
MBNL1	152243828	152465780
FAM122C	134796789	134854610
CYP4A22	47137435	47149741
NEMP1	57055643	57088063
ERO1LB	236215555	236281985
SPNS1	28974221	28984548
TTC3	37073226	37203112
ERGIC1	172834275	172952685
FAM53C	138331935	138349729
LILRA2	54572920	54590287
SCAF4	31671033	31732075
SMYD3	245749342	246507312
CDRT1	15565483	15619704
SULT1A2	28591943	28597109
CCM2	44999475	45076469
ZNF22	45000475	45005326
GATAD2A	19385826	19508931
ARMCX5	102599168	102604159
KCTD21	78171249	78188822
PKIB	122471917	122726373
CD1C	158289786	158293630
ABC7-42404400C24.1	47750864	47763592
PDDC1	767220	777488
XIAP	123859724	123913979
WDR13	48590042	48608867
LGR5	71439770	71586310
CANX	179678628	179730925
UCP3	74000281	74009435
ATOH7	68230624	68232103
BCO1	81238448	81291142
C11orf40	4571423	4577820
S1PR5	10512742	10517931
KIFAP3	169921326	170085208
GRAMD2	72159807	72197785
CDC6	40287633	40304657
RRAS	49635292	49640201
LDHC	18412307	18452058
SPATA32	45254393	45262112
GPR137B	236142505	236221865
OR52I2	4586791	4587905
IKZF5	122990806	123008817
MAP10	232804892	232808407
OXLD1	81665036	81666635
C10orf88	122930903	122954403
FLVCR1	212858255	212899363
ELOVL4	79914812	79947580
PIAS3	145848522	145859836
MAP3K13	185282941	185489097
IGFN1	201190825	201228952
LRRTM4	76747719	77593319
PSTK	122954381	122997513
SLC5A8	101155493	101210407
TUBB2A	3153669	3157526
APOLD1	12725917	12829975
CH507-9B2.4	5116343	5133805
MYO9B	17075781	17214537
UCP2	73974667	73983307
IL6	22725884	22732002
C17orf98	38835088	38841455
G6PC3	44070735	44076344
TRAPPC11	183659267	183713594
GRIK4	120511759	120988904
HOXB13	48724763	48729178
DDX47	12813316	12829981
CH507-9B2.3	5079294	5128425
AWAT2	70040542	70049938
SAT2	7626234	7627876
SLC25A44	156193932	156212796
KAT6B	74825582	75032622
LAX1	203765176	203776233
CH507-9B2.9	5155499	5165472
ACER1	6306142	6333629
HMGB3	150980509	150990775
TBCEL	121024072	121090775
QPCT	37344574	37373322
DEGS2	100143957	100160163
SLC7A3	70925582	70931125
GLTPD2	4788959	4790390
CTBS	84549606	84574480
PRELP	203475828	203491352
XBP1	28794555	28800597
DGCR6L	20314276	20320080
HMX1	8846076	8871817
SOWAHB	76894928	76898147
HLA-DMA	32982065	33004180
HOMER2	82836946	82986153
CAMK1G	209583717	209613938
CD160	145719471	145739288
BRD4	15235519	15332545
RHCG	89471398	89496613
ERICH3	74568111	74673738
PDE2A	72576141	72674591
RTCA	100266207	100292769
NDUFA11	5891276	5904006
GRIPAP1	48973720	49002264
SERPINA7	106032442	106038738
ST6GALNAC4	127907886	127917038
SCAF1	49642125	49658642
NDUFV3	42879644	42913304
RBM20	110644397	110839469
GUK1	228139962	228148984
CHST3	71964365	72013564
ACP6	147629652	147670496
ACADSB	123008979	123058311
POLR3C	145824088	145842505
LSG1	194640788	194672477
CSH1	63894909	63896661
CNOT4	135361795	135510127
C15orf62	40770080	40772449
TECTA	121101173	121191493
GCHFR	40764020	40767710
EEF1D	143579697	143597744
GAD2	26216307	26304558
KCTD2	75032575	75065889
NBPF6	108375799	108471002
RNF128	106693794	106796993
PCLO	82754013	83162930
LARP4	50392383	50480004
CLPP	6361452	6368908
STOML1	73978923	73994622
LRRC27	132332154	132379918
APOO	23833353	23907934
KPNB1	47649476	47685505
HMSD	63949301	63981774
GRM3	86643914	86864884
BTBD10	13388001	13463297
GPR34	41688973	41697277
HIST2H3PS2	143905556	143905966
IRAK1	154010500	154019980
PGAM4	77968874	77969638
SMTNL1	57542641	57550274
KNCN	46545644	46551527
FAM131A	184335926	184346275
AP3M1	74120255	74151063
IRF2BP1	45883607	45886170
NPR1	153678637	153693992
MYPOP	45890020	45902604
RELL1	37590800	37686376
NANOS2	45913214	45914870
YAE1D1	39566376	39610320
RGS8	182641816	182684576
NANOS3	13862063	13880757
CARD17	105092469	105101431
C4orf19	37453941	37623495
TCP11	35118071	35148610
FAM103A1	82986207	82991057
AC024592.12	5866171	5903787
CH507-9B2.5	5130871	5154734
CARD16	105041326	105101431
GNG5	84498325	84506565
GAGE13	49331616	49338952
SNCG	86958618	86963260
ZNF100	21732245	21777028
NOVA2	45933734	45973546
DHRS13	28897781	28903071
RP6-24A23.6	108722070	108732687
IRS4	108732482	108736409
DCST1	155033824	155050930
FRMD7	132076993	132128020
ILKAP	238170401	238203729
ALOX5	45374176	45446119
BTBD1	83016422	83067354
ATP7A	77910656	78050395
ATP5H	75038863	75046985
GCAT	37807905	37817176
HMX3	123135962	123137741
HMX2	123148122	123150672
PPY	43940804	43942468
CRELD2	49918167	49927540
PRODH	18912777	18936553
TKTL1	154295671	154330350
PDCD4	110871795	110900006
PPP1R35	100435282	100436565
GAGE2E	49341192	49345922
FAM83H	143710940	143720808
GAGE12B	49529869	49529985
FUT5	5865826	5870540
GH2	63880215	63881935
PFKFB2	207034366	207081024
RABL2B	50767501	50783663
ITGA8	15513949	15720125
TMOD3	51829628	51947295
NRD1	51789191	51878937
CCDC140	222298147	222305217
SC5D	121292453	121308694
GOLGB1	121663199	121749767
FNBP4	47716517	47767443
VAV1	6772714	6857366
FAM25A	87020306	87024730
TNKS2	91798312	91865276
RNF115	145738868	145824077
BBIP1	110898730	110919274
RAB32	146543693	146554965
CHRM3	239386565	239915452
MFGE8	88898683	88913411
VCL	73995193	74121363
CCDC146	77122434	77329533
UTS2B	191267168	191330536
C11orf80	66744451	66843328
PAX3	222199888	222298996
GPR82	41724155	41730135
KIF21B	200969390	201023700
EIF1AX	20124518	20141844
CELSR1	46360834	46537170
TMEM41A	185476496	185499057
CXorf58	23907801	23939507
TMPRSS13	117900643	117929459
FGB	154562956	154571086
MCCC2	70912599	70929779
PDCD2	170575295	170584692
SPTBN2	66685248	66729226
TMEM143	48332356	48364237
GTF2IRD2	74796144	74851551
TSNAXIP1	67806765	67832148
MYBPC2	50432903	50466321
RCOR2	63911221	63916844
MOB3C	46607715	46616891
ARHGAP28	6729718	6915716
FGF5	80266599	80336680
SNURF	24955034	25000276
TIGIT	114276913	114310288
SPINK2	56809860	56821742
C18orf63	74315813	74359187
SNURF	24954986	24977850
MMRN2	86935540	86969481
C21orf91	17788967	17819386
SCHIP1	159839861	159897360
SSSCA1	65570430	65573942
C15orf40	82988441	83011641
IGSF1	131273506	131399703
COX7A1	36150922	36152869
PRKCQ	6427143	6580301
UMODL1	42062959	42143453
SERPINI1	167735243	167825568
PI4K2B	25160663	25277306
ZNF605	132918308	132956306
ZNF718	124480	163989
HAS1	51713112	51723994
POTEF	130073535	130129222
ACSL6	131949973	132012243
CASP14	15049384	15058293
PI4K2B	25233975	25279092
UBE2L6	57551656	57568284
PLXNA3	154458281	154477779
CHD2	92900189	93028005
PHLDA2	2928273	2929455
HAUS3	2227464	2242164
C4orf22	80335720	80963756
TP53BP2	223779899	223845972
ZBTB9	33594767	33597736
CBLN2	72536680	72638521
PRR14L	31676256	31750140
NOP10	34341713	34343177
AFF1	86935002	87141054
TMEM150B	55312801	55334048
GOLGA2	128255829	128275995
CCNI	77047158	77076005
GSAP	77310751	77416400
SLC25A13	96120220	96322147
C6orf48	31901630	31906788
SPOCK2	72059035	72089032
SPON1	13962689	14267884
ALG1L	125929275	125937039
PDE8A	84980440	85139145
HADH	107989714	108035175
ABTB1	127672935	127680920
CORIN	47593998	47838106
RGPD8	112370092	112434488
MTHFD1	64388031	64463457
PAQR9	142949164	142963682
LAIR2	54428232	54441459
